form,rtol,a1,a2,omega1,omega2,phi,N,square,chi,gamma,triangle,alpha,tilde,star,beta,rho,epsilon,delta
DS-p,1e-11,35.0,35.0,4.7,9.4,1.5707963267948966,51,(-1.3672844848958818e-10+3.8690247048037813e-10j),(5.975792397017458e-11-3.667873654315099e-11j),(-0.0789810850598744-0.252387065015866j),(-5.27110871390138e-10-2.2402165000669057e-10j),(5.787761337275793e-11-1.5180805558163258e-10j),(-0.21053681756265516-0.21646500714983388j),(1.9480591037588767e-10-4.450379880243642e-10j),(-7.434828099039167e-11-1.3075196428479266e-10j),(-0.3306987023850422+0.22320308115710294j),(-8.978422551871729e-11-2.731241915574986e-10j),(3.4444227418189977e-11-4.1831556262789664e-11j)
DS-p,1e-11,35.0,35.0,4.8,9.6,1.5707963267948966,51,(-1.3411838012163667e-10+3.8831758660896354e-10j),(6.974906298180914e-11-3.591087030451348e-11j),(-0.12978430864080537-0.24872860760859494j),(-5.748094273359955e-10-1.0991976957066222e-10j),(1.771339135948823e-11-1.4202952091589923e-10j),(-0.24755397092353268-0.2176118055356703j),(1.9549699097792025e-10-4.5435041479673037e-10j),(-1.0253870110854893e-10-1.2487830719655584e-10j),(-0.3445032227981496+0.19240586742224458j),(-9.083332144169814e-11-3.0225365667355814e-10j),(3.028806589214228e-11-4.269717713659105e-11j)
DS-p,1e-11,35.0,35.0,4.9,9.8,1.5707963267948966,51,(-1.2805019254208567e-10+3.9476018450714954e-10j),(8.05140487049526e-11-3.653888838644802e-11j),(-0.17560216770683015-0.2308688853977888j),(-6.319914933711177e-10-2.431345539286248e-12j),(-3.712348346743914e-11-1.3236628791114186e-10j),(-0.28092089072375565-0.2262046837084058j),(2.037361415235502e-10-4.5971976624879977e-10j),(-1.4029944431703453e-10-1.192851258719608e-10j),(-0.3527386465370993+0.16159866132686926j),(-7.404775273847641e-11-3.087376901442923e-10j),(2.519454913793573e-11-4.235838208965374e-11j)
DS-p,1e-11,35.0,35.0,5.0,10.0,1.5707963267948966,51,(-1.5447688512290265e-10+4.5442279500996454e-10j),(9.220847414473781e-11-3.8594724150070285e-11j),(-0.2129764384396239-0.20168520970576959j),(-7.078091579579374e-10+1.1477214796314784e-10j),(-1.0158836973204956e-10-1.276229913993842e-10j),(-0.3089113846522242-0.24073453313468057j),(2.2539653955387044e-10-4.781835724049487e-10j),(-1.9275150272006665e-10-1.1690840628564533e-10j),(-0.3559158881437091+0.13159173657084705j),(-6.090761532281941e-11-3.316784320610798e-10j),(2.150303372860929e-11-4.2258447430619376e-11j)
DS-p,1e-11,35.0,35.0,5.1,10.2,1.5707963267948966,51,(-1.542121886663624e-10+5.142216159539499e-10j),(9.892755866091916e-11-3.9773259154536147e-11j),(-0.2396632817512022-0.16466469344393458j),(-7.464062048291261e-10+2.337377147936866e-10j),(-1.578761872854373e-10-1.2171931094443695e-10j),(-0.33046950835052297-0.2593458316076525j),(2.508692532681399e-10-4.77135694439113e-10j),(-2.286953230414522e-10-1.1374070913403172e-10j),(-0.35461052513053387+0.10297984491212989j),(-5.25044560779897e-11-3.6045033711268326e-10j),(1.4481747398487066e-11-4.049654497551262e-11j)
DS-p,1e-11,35.0,35.0,5.2,10.4,1.5707963267948966,51,(-1.4343560818523993e-10+5.599310533826245e-10j),(9.757434716924137e-11-4.054107418691552e-11j),(-0.2546408573463279-0.12346772518104476j),(-7.70121715537e-10+3.475555062498324e-10j),(-2.1619316614232835e-10-1.232832205468161e-10j),(-0.345194000393532-0.2800760888921339j),(2.9820135412621934e-10-4.854699593172772e-10j),(-2.599512977379155e-10-1.1515684490819378e-10j),(-0.3494085989979491+0.0761774752856663j),(-2.31279374991733e-11-3.8998639127069135e-10j),(1.7034139723759445e-11-3.890629493743401e-11j)
DS-p,1e-11,35.0,35.0,5.3,10.6,1.5707963267948966,51,(-1.264120143765806e-10+6.234955076872367e-10j),(9.475692709734627e-11-4.1199408151294266e-11j),(-0.2579838467558908-0.08155248383574222j),(-7.940657809989895e-10+4.659220869939702e-10j),(-2.691689304578455e-10-1.3050987974014057e-10j),(-0.35325682406940073-0.30106219316004135j),(3.5675632505680413e-10-5.090404340722058e-10j),(-2.9394260652902335e-10-1.2201151964052682e-10j),(-0.34087234582014764+0.05145865973758965j),(-3.81678195993107e-12-4.3473500754148686e-10j),(1.53207498770902e-11-3.814286361155472e-11j)
DS-p,1e-11,35.0,35.0,5.4,10.8,1.5707963267948966,51,(-9.048052634753434e-11+6.773269362652921e-10j),(8.874688096209283e-11-4.0696845911696086e-11j),(-0.2506438129092668-0.04189885539960235j),(-7.874020628710153e-10+5.730806730504876e-10j),(-3.106078172612867e-10-1.3903812591187384e-10j),(-0.3552773477088601-0.32069276204851915j),(4.158234733647216e-10-5.172921102971142e-10j),(-3.2278716776291266e-10-1.2968048836247185e-10j),(-0.32952222658065894+0.028993895151588584j),(8.458237582553707e-12-4.548413711641386e-10j),(1.198033686145017e-11-3.671417605497814e-11j)
DS-p,1e-11,35.0,35.0,5.5,11.0,1.5707963267948966,51,(-5.422499258558042e-11+7.298705459111319e-10j),(8.089621719533713e-11-3.973751393983277e-11j),(-0.2341849488720602-0.006847233863856543j),(-7.752015292974353e-10+6.662629210547975e-10j),(-3.640074031415342e-10-1.495688532005539e-10j),(-0.352178009688633-0.33769813530761483j),(4.790981177320991e-10-5.170559079091704e-10j),(-3.6341239132570147e-10-1.39404564571334e-10j),(-0.3158305141331721+0.008880177590609845j),(2.990193596202895e-11-4.789464558645592e-10j),(1.1341767802708347e-11-3.527873235184265e-11j)
DS-p,1e-11,35.0,35.0,5.6,11.2,1.5707963267948966,51,(-4.761171648486105e-12+7.74184362551117e-10j),(7.310388440797145e-11-3.8706880456778185e-11j),(-0.21052158415227334+0.021955414965808284j),(-7.611385579155226e-10+7.728596365422632e-10j),(-4.2619961817299667e-10-1.6205849627549774e-10j),(-0.34504485083441555-0.351182091873635j),(5.426334743954125e-10-5.079728971984186e-10j),(-4.132162274026255e-10-1.5202444526886548e-10j),(-0.30022188994794485-0.00883697815258236j),(5.83946320117934e-11-4.908421443274892e-10j),(1.2511767663592188e-11-3.398588323262495e-11j)
DS-p,1e-11,35.0,35.0,5.7,11.4,1.5707963267948966,51,(5.6980749858381483e-11+8.413551041032523e-10j),(6.324757882276497e-11-3.84968065832679e-11j),(-0.1816908812352223+0.04352570016024045j),(-7.632071389239927e-10+9.184505469870633e-10j),(-4.5212135633119523e-10-1.7788721028520133e-10j),(-0.3350092090131702-0.3606078717871902j),(6.015776159011034e-10-4.919388243659374e-10j),(-4.359214678139635e-10-1.6821812754101133e-10j),(-0.2830774420472407-0.024148760630563634j),(7.764738981994035e-11-4.995791918170622e-10j),(7.099935223076059e-12-3.2794784185288043e-11j)
DS-p,1e-11,35.0,35.0,5.8,11.6,1.5707963267948966,51,(1.2227750825749274e-10+9.05556730065849e-10j),(5.1809726569372103e-11-3.860056667035406e-11j),(-0.14967800084257277+0.05745975849440432j),(-7.842038436903807e-10+1.112585533566483e-09j),(-4.738809539475068e-10-1.9091571002136736e-10j),(-0.3231584629544068-0.36575438340338223j),(6.475377501997254e-10-4.5131844810843147e-10j),(-4.5025606371573365e-10-1.8280763561656192e-10j),(-0.26473963342785267-0.03707384157793722j),(1.0245007186354682e-10-4.943918502668329e-10j),(7.786623776318002e-12-3.1361230347321385e-11j)
DS-p,1e-11,35.0,35.0,5.9,11.8,1.5707963267948966,51,(2.3151621939465202e-10+1.0360466152884038e-09j),(5.3013972412936005e-11-4.03053644695439e-11j),(-0.1162969886435003+0.06382271086085156j),(-8.648890232221717e-10+1.4605315855517407e-09j),(-5.74367676756796e-10-1.9925378347428722e-10j),(-0.31047661473393207-0.3666575031864429j),(6.571199722598189e-10-4.146658831192737e-10j),(-5.527591428740146e-10-1.9426396104577875e-10j),(-0.24551688151442586-0.04765287115852261j),(1.212424401327017e-10-4.6365484552852304e-10j),(5.927975124664364e-12-2.989887249991118e-11j)
DS-p,1e-11,35.0,35.0,6.0,12.0,1.5707963267948966,51,(4.4434256589672695e-10+1.2679564839285651e-09j),(5.0025593821960395e-11-4.272903346982469e-11j),(-0.08312133082555358+0.06303293780076237j),(-1.0230583019462491e-09+2.0746001431021155e-09j),(-6.461067960489807e-10-1.9467618658512565e-10j),(-0.29781092775702556-0.36354800601613524j),(6.523427745523062e-10-3.646348157226517e-10j),(-6.097384550388107e-10-1.9480263962390508e-10j),(-0.22568719038833135-0.055945122623806194j),(1.4655033566887687e-10-4.2610744923829436e-10j),(6.030970861603535e-12-2.8858870013703156e-11j)
DS-p,1e-11,35.0,35.0,6.1,12.2,1.5707963267948966,51,(7.134413689910564e-10+1.6006871074400596e-09j),(5.02705200205599e-11-4.187916258060675e-11j),(-0.051453671684311975+0.055754929975427844j),(-1.2585355821246161e-09+2.9648976989269574e-09j),(-7.689648585514574e-10-2.0474141099012117e-10j),(-0.28585876903000734-0.35679364505386446j),(6.965859002626678e-10-3.536281483840307e-10j),(-7.043362866142495e-10-2.1359084262136132e-10j),(-0.20550077850571444-0.06202616145550501j),(1.6161537646358637e-10-4.281059628975445e-10j),(5.1464041361803936e-14-2.95869388688837e-11j)
DS-p,1e-11,35.0,35.0,6.2,12.4,1.5707963267948966,51,(5.332900995302776e-10+1.2740439036483772e-09j),(1.8795663362371812e-11-2.190663877427717e-11j),(-0.022323377425242825+0.04280784370221898j),(-8.944661338438823e-10+2.2290620035432707e-09j),(-5.437201558722982e-10-3.040092154798353e-10j),(-0.2751685763764463-0.34684935700575986j),(9.181917163983248e-10-3.6515160055264166e-10j),(-5.003552299050196e-10-3.2273449418634896e-10j),(-0.18518189794819268-0.0659858481621856j),(1.6161325749886046e-10-4.805058970071968e-10j),(1.2432242735282983e-12-3.276081013213572e-11j)
DS-p,1e-11,35.0,35.0,6.3,12.6,1.5707963267948966,51,(1.3000319529450983e-10+6.293346522981594e-10j),(-1.2116572887663508e-11-8.591131663262038e-12j),(0.0034980572025843605+0.025092070463057045j),(-3.1223332464703716e-10+6.903061479095681e-10j),(-1.6888046702198618e-10-3.742751568076381e-10j),(-0.266149684160652-0.3342169707407016j),(1.1635990785274428e-09-3.4679168274564555e-10j),(-1.9008004153683086e-10-3.95937579513232e-10j),(-0.164930122911927-0.06792632467473633j),(1.5738830074288335e-10-5.632871845828377e-10j),(-7.827054976372594e-13-3.7554902439827126e-11j)
DS-p,1e-11,35.0,35.0,6.4,12.8,1.5707963267948966,51,(-1.1527104082923971e-11+3.8912276924039273e-10j),(-1.4519183339771641e-11-6.893356801040397e-12j),(0.025471575946773732+0.0035331435684573644j),(-1.1626352732004398e-10+1.1309618235097334e-10j),(-3.5238718188359956e-11-3.6351021059812843e-10j),(-0.25908695396980785-0.3194141688010985j),(1.3767024423266177e-09-3.373072126244738e-10j),(-9.39563931756475e-11-3.848934464118104e-10j),(-0.14492136857819388-0.06795986648628059j),(2.1211554431313506e-10-6.287721277887029e-10j),(-5.502050204331255e-12-4.2919426678552364e-11j)
DS-p,1e-11,35.0,35.0,6.5,13.0,1.5707963267948966,51,(-7.661620490260821e-11+3.206636700770858e-10j),(-9.734206391756344e-12-7.668718364694548e-12j),(0.043260664105969814-0.020959217724665448j),(-7.47353733757203e-11-7.809347691803865e-11j),(1.37425859249627e-12-3.3221432003700475e-10j),(-0.2541573692463508-0.30295160133562365j),(1.6868829660757808e-09-3.7149459447246083e-10j),(-8.582262868038135e-11-3.5024955211304344e-10j),(-0.1253088409180606-0.06620661554243347j),(2.8141358427574703e-10-7.29243426061954e-10j),(-1.157374196480987e-11-4.979683271351338e-11j)
DS-p,1e-11,35.0,35.0,6.6,13.2,1.5707963267948966,51,(-9.050230129365998e-11+2.8544152288846377e-10j),(-4.055141245123074e-12-8.979917229298127e-12j),(0.05670061838052183-0.04751966429962089j),(-7.117061350218749e-11-1.4789230117906935e-10j),(3.7054819954097636e-11-2.930074855030421e-10j),(-0.25144677070110144-0.28531673709118804j),(2.014539535839452e-09-4.2224952863639115e-10j),(-7.211283889366031e-11-3.0298299279541697e-10j),(-0.10622404715096001-0.0627922729127253j),(3.618403983558782e-10-8.435188693367568e-10j),(-2.301647761271397e-11-5.4412679827705114e-11j)
DS-p,1e-11,35.0,35.0,6.7,13.4,1.5707963267948966,51,(-9.980216481517852e-11+2.7421357878849003e-10j),(1.7319806410594778e-12-1.0944321224121667e-11j),(0.06576914707634617-0.07534606336137939j),(-9.159867607604531e-11-1.999508208933971e-10j),(8.905048291433254e-11-2.8546653563716334e-10j),(-0.25096567346695126-0.2669630360011661j),(2.237643034297236e-09-4.5919101358230137e-10j),(-3.8347175288682214e-11-2.842071721595586e-10j),(-0.08777793375458605-0.05784584599723155j),(4.3037712391287564e-10-9.092789017388359e-10j),(-3.503142220750988e-11-5.3240252177507736e-11j)
DS-p,1e-11,35.0,35.0,6.8,13.6,1.5707963267948966,51,(-1.2058263816751058e-10+2.576465281548751e-10j),(7.615603599659929e-12-1.390385729976071e-11j),(0.07055943546760543-0.10371099333520144j),(-1.3684273256462931e-10-2.6545105047797977e-10j),(1.2984982352055342e-10-3.193233472727462e-10j),(-0.25266363369756545-0.24830318740047821j),(2.1009867644467342e-09-4.183275828604366e-10j),(-5.000450466023654e-12-3.0941806447237066e-10j),(-0.07006217066746805-0.05149753684630909j),(4.408962439930719e-10-8.477217252819691e-10j),(-4.0271050383289264e-11-4.2988757367284385e-11j)
DS-p,1e-11,35.0,35.0,6.9,13.8,1.5707963267948966,51,(-1.5201496987949694e-10+2.397428531543465e-10j),(1.3561447271347622e-11-1.7683400718190974e-11j),(0.07125614508614737-0.13196781637240199j),(-2.1005894118539596e-10-3.392481508014316e-10j),(1.5241882319362305e-10-3.6416915585770017e-10j),(-0.2564419706566781-0.22970537830672458j),(1.7078723116455401e-09-3.269240587202042e-10j),(1.726143577371526e-11-3.509623209968125e-10j),(-0.053150567964898365-0.04387683760752871j),(3.655737356713859e-10-7.161824492826763e-10j),(-4.061045250081108e-11-2.9963703735938136e-11j)
DS-p,1e-11,35.0,35.0,7.0,14.0,1.5707963267948966,51,(-1.7210095622915448e-10+2.426814071377269e-10j),(1.9837603805830976e-11-2.1714206475575903e-11j),(0.06811441422465271-0.15955283255047317j),(-3.0220595837617014e-10-3.885897816588045e-10j),(1.642752809571417e-10-3.9233700906648654e-10j),(-0.26216484738634277-0.21149177573141292j),(1.2809539286760558e-09-2.1443026232404166e-10j),(3.372540468126058e-11-3.785622215542143e-10j),(-0.037100593038617825-0.035110874957674135j),(3.051380707353238e-10-5.679773624079482e-10j),(-3.620156258099527e-11-1.9458949648039148e-11j)
DS-p,1e-11,35.0,35.0,7.1,14.2,1.5707963267948966,51,(-1.902989527614785e-10+2.6066004548995965e-10j),(2.9199569294000944e-11-2.5649037664863067e-11j),(0.061441710389768055-0.18598465062196942j),(-3.940835271323267e-10-4.051587008946507e-10j),(1.481459339896199e-10-3.9710195088066544e-10j),(-0.26966881733363707-0.19393860247425238j),(9.31605562739515e-10-1.2692356973103332e-10j),(2.1661656235929985e-11-3.839896327713654e-10j),(-0.02195494698684915-0.0253230245970024j),(2.507589861124905e-10-4.483135225899493e-10j),(-2.9737972501164833e-11-1.2685750938801882e-11j)
DS-p,1e-11,35.0,35.0,7.2,14.4,1.5707963267948966,51,(-2.033401152047471e-10+2.653771296345417e-10j),(3.3982065490118696e-11-2.8472062804622894e-11j),(0.05158228494642569-0.21086161130014971j),(-4.753943580114875e-10-3.8648884094076634e-10j),(1.303591655249754e-10-3.904209788569716e-10j),(-0.2787709882846567-0.17727734479157012j),(6.268564963982093e-10-3.138027393205403e-11j),(9.900445690438924e-12-3.787873657228344e-10j),(-0.007743158599764259-0.014631797714864008j),(2.1500049124841003e-10-3.285606972039043e-10j),(-2.1943107053612465e-11-8.406680768150013e-12j)
DS-p,1e-11,35.0,35.0,7.3,14.6,1.5707963267948966,51,(-2.2893417726591078e-10+2.6395637079159173e-10j),(3.7449149512181243e-11-3.1117853773033124e-11j),(0.038903950414446366-0.23385786976699252j),(-5.538241094925292e-10-3.5978899697526535e-10j),(9.086258631122941e-11-3.813762980825729e-10j),(-0.28927596359538227-0.16169675329199462j),(3.2754974573596593e-10+6.504663076855044e-11j),(-2.222868361398575e-11-3.713840603810733e-10j),(0.005516842993514004-0.003149988756269947j),(1.5531121544008417e-10-2.35574873410499e-10j),(-1.1758979207021625e-11-6.2425602513456336e-12j)
DS-p,1e-11,35.0,35.0,7.4,14.8,1.5707963267948966,51,(-2.3738583688596673e-10+2.8805227266100325e-10j),(4.2504806346135644e-11-3.296751246918363e-11j),(0.023786909268694097-0.25471857519421426j),(-6.198932557456278e-10-3.070455636091538e-10j),(5.15985036836723e-11-3.679157673125355e-10j),(-0.30098171154997555-0.14734539030751417j),(-6.742984098059672e-11+1.9565793879142796e-10j),(-5.734540154779327e-11-3.5937690135055914e-10j),(0.01781720995287192+0.009015935918063244j),(5.302536458962753e-11-1.2639963769124456e-10j),(2.7143738645651894e-12-6.340407065549509e-12j)
DS-p,1e-11,35.0,35.0,7.5,15.0,1.5707963267948966,51,(-2.0400062825685028e-10+3.2060955782501326e-10j),(4.781239752700563e-11-3.2940159984914307e-11j),(0.006614388993350753-0.2732544641462401j),(-6.246125170362855e-10-2.274672713376899e-10j),(-2.806529405453144e-11-3.2263364626709336e-10j),(-0.3136844959638038-0.13433454297991293j),(-5.970053411591229e-10+4.014378665503351e-10j),(-1.2230022392862693e-10-3.1659152578954747e-10j),(0.029158737304844595+0.0217662346360698j),(-9.746558161244367e-11+1.0415012710769667e-11j),(2.6072463632509368e-11-1.0161833183587617e-11j)
DS-p,1e-11,35.0,35.0,7.6,15.2,1.5707963267948966,51,(-1.775628554084514e-10+3.4860488565517953e-10j),(5.167504599382496e-11-3.359170913748519e-11j),(-0.012235130497110136-0.28933610012049005j),(-6.051683602194601e-10-1.5104482744206941e-10j),(-1.1300595326492174e-10-2.613818792736792e-10j),(-0.32718298182323036-0.12274136790175467j),(-1.2773054799725299e-09+6.492361128416536e-10j),(-1.886856235491785e-10-2.572663031970603e-10j),(0.03954952390895277+0.03500810093989824j),(-3.1359574106330085e-10+1.6000890196155027e-10j),(5.4444247721274763e-11-1.9402713185850353e-11j)
DS-p,1e-11,35.0,35.0,7.7,15.4,1.5707963267948966,51,(-1.482877448671067e-10+3.7400755368614064e-10j),(5.586749922894849e-11-3.485244533912029e-11j),(-0.03239428058728513-0.3028879336198354j),(-5.822148961476302e-10-8.332711589570966e-11j),(-1.8461307420198908e-10-2.002401729475643e-10j),(-0.34128161182259575-0.11261216536925374j),(-1.7863781192131722e-09+8.335251752591803e-10j),(-2.465223992417819e-10-1.9985239982472283e-10j),(0.049003744663438056+0.04865571753440316j),(-4.850196106288146e-10+2.7525947255031824e-10j),(7.821742559199762e-11-3.1238282639228844e-11j)
DS-p,1e-11,35.0,35.0,7.8,15.6,1.5707963267948966,51,(-1.3791791245519228e-10+3.794884299704971e-10j),(6.039321301719331e-11-3.609309460992404e-11j),(-0.05351191672547448-0.3138823178917822j),(-5.822085856888045e-10-2.6514958483534657e-11j),(-1.828731563199684e-10-1.6258361683949277e-10j),(-0.3557933350579584-0.10396570373132617j),(-1.7674929400125512e-09+7.994872768641529e-10j),(-2.350724075030758e-10-1.6760977739667288e-10j),(0.05754054126341938+0.06263018209892098j),(-5.043280456879656e-10+2.5738964800660347e-10j),(7.723252593017094e-11-3.725389494526338e-11j)
DS-p,1e-11,35.0,35.0,7.9,15.8,1.5707963267948966,51,(-1.5337338841984004e-10+3.825910342496543e-10j),(6.495281206555338e-11-3.748854179277336e-11j),(-0.07525711771773175-0.3223335874310816j),(-6.154272710566474e-10+2.4967362482371493e-11j),(-1.579029455981304e-10-1.5114225560826584e-10j),(-0.3705417573401601-0.09679652980471445j),(-1.454086732044415e-09+6.474215538405503e-10j),(-2.0355679111966427e-10-1.6049898457231396e-10j),(0.06518303303531381+0.07685933176584654j),(-4.156706274755645e-10+1.5209731260915071e-10j),(6.734262106289357e-11-3.648580923302274e-11j)
DS-p,1e-11,35.0,35.0,8.0,16.0,1.5707963267948966,51,(-1.6320915820115418e-10+3.881918017633454e-10j),(7.0888355448827e-11-3.913351249937071e-11j),(-0.09732219391725057-0.3282922871686528j),(-6.612998463018497e-10+7.967310877048328e-11j),(-1.2614433013339755e-10-1.5026309806034352e-10j),(-0.38536277515229367-0.09107821293323358j),(-1.1499933908653203e-09+5.076697991298566e-10j),(-1.6917364979317142e-10-1.6252131567386311e-10j),(0.07195744604379388+0.09127749002226979j),(-3.2644145611486486e-10+7.260278272677723e-11j),(5.482546014401457e-11-3.346795411664318e-11j)
DS-p,1e-11,35.0,35.0,8.1,16.2,1.5707963267948966,51,(-2.2664173784562324e-10+4.1272055360168456e-10j),(7.554552474095775e-11-4.242017341531468e-11j),(-0.11942481563949078-0.3318396244430643j),(-7.394869616169226e-10+1.396444062401305e-10j),(-1.1799684812632138e-10-1.5611629393511832e-10j),(-0.4001057485434579-0.08676647887222454j),(-9.54788817067009e-10+4.1988417262420544e-10j),(-1.5188064599936692e-10-1.695048104633216e-10j),(0.07789235536436087+0.1058251572222577j),(-2.669975987263512e-10+3.101161168139743e-11j),(4.6083414861897154e-11-3.114804509909066e-11j)
DS-p,1e-11,35.0,35.0,8.2,16.4,1.5707963267948966,51,(-2.6304494481846194e-10+4.3998886444120026e-10j),(8.019907280892109e-11-4.4584475208002495e-11j),(-0.14130936558477783-0.3330822032264688j),(-7.747628084744017e-10+2.0009984236814186e-10j),(-1.0699846789971124e-10-1.5487453063354905e-10j),(-0.4146342644382776-0.08380219714061707j),(-7.870604919729601e-10+3.414897418118311e-10j),(-1.3891882829080056e-10-1.667521315663573e-10j),(0.08301803378184879+0.1204486627438848j),(-2.1331103441761534e-10-1.2007292295862504e-11j),(3.947511761914768e-11-2.8063430578012387e-11j)
DS-p,1e-11,35.0,35.0,8.3,16.6,1.5707963267948966,51,(-2.5798561158359586e-10+4.5678519862464985e-10j),(8.403058163589358e-11-4.5905467814737645e-11j),(-0.16274761319959966-0.3321470887951485j),(-7.960563880075362e-10+2.565690296870475e-10j),(-1.1649593035687015e-10-1.5465256236899588e-10j),(-0.4288265399915003-0.08211419257218273j),(-6.892224336214957e-10+2.9181052691416853e-10j),(-1.4400716060705872e-10-1.6487885391062823e-10j),(0.08736589842693097+0.1350997941071143j),(-1.872063532838697e-10-3.66172556685862e-11j),(3.822957575505548e-11-2.6067515496350593e-11j)
DS-p,1e-11,35.0,35.0,8.4,16.8,1.5707963267948966,51,(-2.855014918767406e-10+4.951025035276871e-10j),(9.045201576162372e-11-4.763021167560922e-11j),(-0.1835388040425816-0.32917723894470396j),(-8.188123620483599e-10+3.157350890719524e-10j),(-1.2523289048770015e-10-1.560215330283556e-10j),(-0.4425755128411384-0.08162185789934803j),(-6.484496890116795e-10+2.6609410942041167e-10j),(-1.521024542753234e-10-1.632006687011303e-10j),(0.09096804617960108+0.14973541544832422j),(-1.8359025367661874e-10-3.5798511290735524e-11j),(3.614218993530649e-11-2.5027172187586348e-11j)
DS-p,1e-11,35.0,35.0,8.5,17.0,1.5707963267948966,51,(-2.696493090490093e-10+5.101441518977721e-10j),(9.316037382994727e-11-4.72544331284737e-11j),(-0.20350925384166993-0.3243273291908237j),(-7.946932195826768e-10+3.581947722781054e-10j),(-1.4043587825335378e-10-1.5061110124593268e-10j),(-0.4557886639938651-0.08223755041710258j),(-6.060415395166188e-10+2.346043159002706e-10j),(-1.5957641569361476e-10-1.547895616208341e-10j),(0.09385686854822353+0.16431708526174016j),(-1.734928598354224e-10-5.238545881802725e-11j),(3.810824572569871e-11-2.3709757103597977e-11j)
DS-p,1e-11,35.0,35.0,8.6,17.2,1.5707963267948966,51,(-2.6942902144664433e-10+5.370190615157309e-10j),(9.664664857439168e-11-4.739014086690295e-11j),(-0.22251153107197288-0.3177599869648182j),(-7.813696494496222e-10+4.0117985645033126e-10j),(-1.5200355666335403e-10-1.4794352218538706e-10j),(-0.4683876165298444-0.08386876178518424j),(-6.004898926397612e-10+2.194382580375867e-10j),(-1.6609536483821671e-10-1.4918783337515072e-10j),(0.09606473629305949+0.17881068109830756j),(-1.822892730860004e-10-6.574607048018266e-11j),(4.053863841835259e-11-2.3401937728370914e-11j)
